,id,label,review
143,train_000143,0,"""""Khung viền kim loại thì máy chắc chắn hơn rồi, mà có hỗ trợ cả 4G thì cập nhật kịp thời r"""" "
12708,train_012714,1,"""son mau trôi k có độ bám nhiều 😔😔😔"" "
370,train_000370,0,"""Đồng gói sản phẩm rất tốt "" "
2125,train_002125,1,"""Shop làm ăn ko có tâm  Mua 2 đôi  Đã trả đủ tiền nhưng hàng về chỉ cí 1 đôi  Gọi điện ko nghe  Nt thì cứ bặt vô âm tín  Thật vô trách nhiệm"" "
8306,train_008307,0,""" Chất lượng sản phẩm tuyệt vời  Đóng gói sản phẩm rất đẹp và chắc chắn  Thời gian giao hàng rất nhanh  Rất đáng tiền"" "
6307,train_006308,0,"""Giày đẹp di êm chân Đóng gói sản phẩm rất đẹp và chắc chắn"" "
10064,train_010067,1,"""Tôi mua quạt để phòng ngừa mất điện ngày nóng  Giao hàng rất nhanh vì lựa chọn Tiki Now  Sau hai lần sử dụng thôi thấy quạt rất kêu phần mô tơ đằng sau  Hiện đang yêu cầu bảo hành đổi trả  Đề nghị bên tiki làm việc với sunhouse về sản phẩm này "" "
7583,train_007584,1,"""Giày hôi mùi nhựa tq  may ẩu   Xấu   Ko đi   "" "
616,train_000616,0,"""o∩_∩o hnay mới nhận dc hàngvốn đã thích đông y hoặc thảo dược từ lâungửi dc mùi hộp trà này thấy thoải mái cực kỳchưa kể shop bọc e nó rất cẩn thận nữabắt đầu uống rồi hy vọng hợp ↖(^▽^)↗ "" "
12939,train_012945,0,"""Giày dễ thương!"" "
5343,train_005344,1,"""Vọc, restart máy    tốn bao thời gian, bực mình xoá Mi Fit đi cài lại thì OK, thật là éc "" "
900,train_000900,0,"""Bánh thơm ngon ít ngọt rất hợp khẩu vị"" "
6082,train_006083,0,""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh giày đẹp ổn lắm xứng đáng như mong đời "" "
4094,train_004094,0,"""Mới nhận được hàng  Hàng còn đẹp"" "
1645,train_001645,0,"""Vỏ son có vẻ đã mở ra rồi thì phải và cây son có trầy  Nhưng không sao sản phẩm sử dụng êm là ok "" "
15238,train_015252,1,"""Mình đặt váy xanh size M mà bạn giao size L vải thì đẹp"" "
10814,train_010817,1,"""Không có được tặng kìm như quảng cáo nói"" "
9061,train_009063,0,""" Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vờihàng đóng gói đẹpcẩn thận thanks shop"" "
5924,train_005925,1,"""""Xong       xin tưởng nhớ đến apple cái gì cũng giống chỉ khác con số 7   R I P """" "
6505,train_006506,1,"""Thời gian giao hàng nhanh  Nhưng sách mình nhận bị rách gáy sách  Hơi thất vọng :((("" "
15375,train_015389,0,"""Bạn trai khen mình gì mà khéo chọn nhờ có shop tư vấn nên chọn được mẫu ưng ý luôn  chúc shop làm ăn phát đạt :))) Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn"" "
13437,train_013448,1,"""Nhỏ hơn nhiều so với điện thoại"" "
3344,train_003344,0,"""Thoa lê mn mát lạnh luôn"" "
15842,train_015856,0,""" Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh nhưng shiper hẹn không đúng giờ và lấy thêm của em 1k :))"" "
9472,train_009474,0,""" Thời gian giao hàng nhanh Đóng gói sản phẩm chắc chắn Đóng gói sản phẩm chắc chắn"" "
14680,train_014693,0,"""Trước mắt thì thấy oke rồi đó cục này chọi trâu cũng chết 😂😂😂"" "
15916,train_015930,0,"""Đặt rất nhiều loại mặt hàng cùng lúc nhưng shop giao hàng đủ đúng nhanh làm việc rất uy tín chất luọng sản phẩm tốt  cảm ơn shop"" "
13031,train_013038,1,"""Giao hàng gì mà không đúng đôi tôi đã đặt hàng gì cả  Soppi quá tồi tệ"" "
3872,train_003872,0,""" Chất lượng sản phẩm tuyệt vời   Dùng rất ok"" "
14899,train_014913,1,"""Mình mua sách cùng với hộp cầu lông hải yến nên tiki để chung vào đấy luôn nhưng sách không được đóng gói gì cả hộp đóng cực kỳ cẩu thả  chất lượng sách kém giao hàng chậm "" "
3444,train_003444,1,"""Dởm😢"" "
10027,train_010030,0,"""Hàng đẹp chất lượng oke đc tăng thêm miếng cường lực max phê"" "
3305,train_003305,0,"""Son lên màu khá đẹp  Dưỡng nhiều hơn mình nghĩ  Ủng hộ shop dài dài👌👍👍👍"" "
10412,train_010415,0,"""Shop gửi thiếu mình sản phẩm này nhưng đã nhanh chóng bù lại bằng card đt  Vẫn cho shop 5 sao "" "
8388,train_008389,1,"""""USB-C nữa là tuyệt vời  ""Khớp nối điên rồ"" nhưng tôi thấy ko ổn lắm với chỗ hở ở khớp nối    """" "
2651,train_002651,0,""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh  Giày đẹp nhưng phom to  Đi bị lỏng 😢"" "
9405,train_009407,0,""" Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh"" "
438,train_000438,0,""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời   Thời gian giao hàng rất nhanh Rất đáng tiền"" "
13272,train_013281,0,"""Vẫn như các lần mua trước  Chuột ngon giao hàng dễ thương  Vote 5* "" "
3554,train_003554,1,"""Ốp quá cứng gửi sai màu"" "
4608,train_004608,1,"""hàng nhân cũ và xước rất nhiều  Đã đổi trả Việc hàng cũ lẽ ra nên báo trước với khách hàng"" "
359,train_000359,0,"""Mình nhận được hàng rồi  thời gian giao hàng rất nhanh  sản phẩm rất oke   "" "
3216,train_003216,0,"""Hơi lỗi chút nhưng không sao  Nội dung sách hay   Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền"" "
14420,train_014433,0,"""Bìa trước bị hằn một vết kéo dài có một vết bẩn  Nhưng có thể chấp nhận được  Bộ lịch rất đáng yêu  Chỉ đáng tiếc là khong có bookmark thôi  Hiu hiu ~~"" "
7075,train_007076,0,""" Chất lượng sản phẩm tuyệt vời  Cám ơn shop nhiều ạ "" "
1888,train_001888,1,"""Đm cái shop rẻ rách gói hàng thiếu bố mày 2 cái đồng hồ phát sáng mà vẫn lấy tiền như đúng r đm Thời gian giao hàng rất chậm Rất không đáng tiền Đóng gói sản phẩm rất kém Chất lượng sản phẩm rất kém"" "
5284,train_005285,0,"""Rất đáng đồng tiền "" "
12831,train_012837,1,"""Mỏng manh yếu ớt lắm "" "
7004,train_007005,1,"""Trong lúc lắp ráp  Mình siết nhẹ thì các khớp nối không giữ được (thanh treo sẽ bị tụt xuống)  Còn vặn chạy là bị vỡ ra hỏng luôn  Nói chung là thật sự thất vọng  Tiki cần kiểm tra nguồn hàng kĩ hơn "" "
10370,train_010373,1,""" Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Thế nhưng hộp sữa vẫn bị móp 1 phần nhỏ k thể do vận chuyển đc"" "
1956,train_001956,0,""" Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền    tuyet voi"" "
8971,train_008973,1,""" Chất lượng sản phẩm kém lỗi sản phẩm sản phẩm bẩn"" "
10099,train_010102,0,"""Thảm mở ra hơi có mùi shop gửi thiếu nhưng mà mình có nt và shop gửi bù vào chiều hôm đó luôn nói chung là hài lòng với cách làm việc của shop em sẽ tiếp tục ủng hộ shop ạ"" "
9682,train_009684,0,"""Lúc đầu chưa biết sd thì hơi cứng vì mình kh dám bẻ sợ gãy  Nhưng ib cho shop thì mình bẻ đc r  Cảm ơn shop  Chúc shop mua may bán đắt"" "
15077,train_015091,1,""" Chất lượng sản phẩm rất kém  Mang đc mấy ngày đen thui "" "
9155,train_009157,0,"""HÀNG GIỐNG SỬ DỤNG LẦN ĐẦU OK SẼ ỦNG HỘ SHOP TIẾP"" "
12437,train_012442,0,""" Đóng gói sản phẩm rất đẹp và chắc chắn chất lượng dang chờ mưa thử !  Vẫn cho 5sao"" "
7951,train_007952,1,"""Sai sản phẩm  Yêu cầu đổi trả trong khi chăm con không có thời gian đi ra bưu điện gởi lại hàng  Coi như mất tiền"" "
4726,train_004726,0,"""Ngon thơm mùi lá chanh"" "
2798,train_002798,1,"""""17 triệu ư? Với giá đó thì HTC tiếp tục chết!"""" "
419,train_000419,1,"""Chất lượng sản phẩm tệ không có cáp sạc đi kèm khi hỏi shop kiểm tra lại hàng shop không phản hồi trong khi đang ol rồi biện minh là cam quay hàng có cáp sạc bảo cho xem ảnh thì k gửi rồi ăn nói thô lỗ những khách hàng đánh giá 5* thì shop nhẹ nhàng nịnh nọt ai đánh giá 1* thì nói khó nghe"" "
4527,train_004527,0,"""Giày đẹp + giao hàng nhanh"" "
9569,train_009571,1,"""Hộp méo mó nhung máy thì ko saochua sd ko biet the nao"" "
9714,train_009716,1,"""Không đáng 1 sao  Hàng quá kém chất lượng  Nhân hạt óc chó teo tóp lép xẹp bị héo quắt mặc dù nhân ko khô  Trong túi còn có con sâu đang bò  Ko có ngày sx mặc dù ghi hsd 12 tháng  Ng mua fải bỏ tiền túi trả phí vận chuyển = 1/3 giá trị hàng để trả hàng  Sẽ ko bao giờ mua của shop này nữa  "" "
8870,train_008872,1,"""Sản phẩm k đúng với mẫu đặt trên  Chất lượng sản phẩm rất kém"" "
9536,train_009538,1,"""nồng quá nên không sài được"" "
12290,train_012294,0,"""Chất đẹp đi thích lắm 😍"" "
10846,train_010849,1,"""Hãy tập trung hơn cho việc học hành để xứng đáng với truyền thống hiếu học của người Việt Nam  "" "
9814,train_009817,0,"""Cay qa shop ạ  Đóng gói sản phẩm rất đẹp và chắc chắn"" "
12585,train_012591,1,""" Chất luợng sản phẩm rất kém đường may hơi ẩu  "" "
14394,train_014407,0,"""quạt rất mát tốt mua thử 1 cái tốn những 50k ship biết v mua nhiều hơn"" "
8680,train_008681,0,""" Thời gian giao hàng rất nhanh giao đúng màu nón đẹp "" "
1555,train_001555,1,"""Hàng quá kém chất lượng  ba ngày còn không khô  không đẹp rất dể bong chóc   Sai lầm khi mua đơn hàng này"" "
3865,train_003865,1,""" Chất lượng sản phẩm rất kém  Đúng giá fs   Shop phục vụ rất kém"" "
14729,train_014742,0,"""Chất lượng tốt giao hàng nhanh đóng gói cẩn thận"" "
11496,train_011499,0,""" Chất lượng sản phẩm tuyệt vời  Đóng gói sản phẩm rất đẹp và chắc chắn  Thời gian giao hàng rất nhanh  Rất đáng tiền😊😊😊"" "
3964,train_003964,0,""" Thời gian giao hàng rất nhanh đóng góp tạm được thôi nhưng chất lượng lại OK  Góp ý nhỏ shop nên để ý đóng gói để form giày đẹp hơn  Cảm ơn nhiều  Shop phục vụ rất tốt"" "
15977,train_015991,0,"""Giao hàng nhanh đủ hàng  Shop phục vụ rất tốt"" "
1668,train_001668,0,"""Hàng giao nhanh, chất lượng tốt  Mình rất hài lòng  Đánh giá 5 sao :)) "" "
2480,train_002480,1,"""Mọi thứ đều Ok  Riêng sạc dự phòng k sd đc  Liên lạc với shop mãi mà shop cũng k trả lời  Hay vì shop thấy mình mua đc với giá 19k shop k cần tới khách hàng nữa?  "" "
1846,train_001846,1,"""Ấm bị hư  mất  rồi   Giờ  bảo hành  ở  đâu  shop "" "
11620,train_011623,1,"""""Lại sử dụng chiêu cũ nữa, đã xấu và hiệu năng thấp mà lại chào giá cao, sau này ra giảm 1 phát 3-4tr để lừa Sam Fans đây mà """" "
6456,train_006457,0,"""Giao hàng rất nhanh    Chất lượng sản phẩm ok Đóng gói sản phẩm rất đẹp và chắc chắn"" "
1354,train_001354,1,"""Shop giao thiếu hàng nhưng hỏi k thấy trả lời lại   Shop phục vụ rất kém Shop phục vụ rất kém Shop phục vụ rất kém"" "
10918,train_010921,0,""" Rất đáng tiền nhưng giao hàng lâu quá"" "
14925,train_014939,1,"""Giày bên phải dây dính màu còn giày trái góc trầy => hàng qua sử dụng  Chất lượng sản phẩm rất kém"" "
591,train_000591,0,"""Shop phục vụ rất tốt  Đóng gói sản phẩm rất đẹp và chắc chắn"" "
1364,train_001364,1,"""Giàn phơi rất yếu không đứng vững rất đễ ngã "" "
5855,train_005856,0,"""Giao hàng nhanh chất lượng"" "
14916,train_014930,1,"""sản phẩm chán   loại lục cần thì không có  "" "
9547,train_009549,1,"""  Thời gian giao hàng rất chậm"" "
10071,train_010074,0,"""Hàng tốt lắm dù hộp hơi mốp Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời"" "
1640,train_001640,1,"""Dây hơi thô !!"" "
504,train_000504,1,"""Sản phẩm không giống mô tả  Pin thì không sử dụng được chẳng thà không cho còn hơn  Lần đầu cũng như lần cuối sau này không đặt hàng ở đây nữa "" "
6338,train_006339,0,""" Chất lượng sản phẩm tuyệt vời  Rất ưng ý  yêu shop lắm luôn ❤️❤️❤️❤️"" "
8796,train_008797,1,"""Tgian giao chậm  Đóng gói ẩu  Chất lượng sp ko ổn bột ko thơm "" "
3284,train_003284,0,"""chất lượng best luôn nên dùng giá cả phải chăng "" "
6405,train_006406,1,"""Bán k có dây"" "
3257,train_003257,1,"""Hàng không nhãn mác và bao bì và không phải của Aiko như quảng cáo "" "
1788,train_001788,1,"""Làm ăn vớ vẩn  Giao nhầm hàng"" "
8593,train_008594,0,""" Chất lượng sản phẩm tuyệt vời   Đóng gói sản phẩm rất đẹp và chắc chắn  Chưa dùng hàng nhưng hy vọng hàng ok :v Shop có mua túi xách thì qua ủng hộ shop em với nha"" "
925,train_000925,0,"""Shop phục vụ rất tốt-- Chất lượng sản phẩm tuyệt vời"" "
1643,train_001643,0,"""Rất ưng rất đẹp rẻ mà chất lượng miễn chê như hàng 100k các chỗ khác hay bán "" "
5992,train_005993,0,"""Đóng gói khá đẹp "" "
286,train_000286,1,"""Thời gian giao hàng rất chậm giao sai mã màu  "" "
4725,train_004725,1,"""Đặt ip7+ 6 mà gửi có Đặt ip7+ 6 mà gửi có ip7"" "
6580,train_006581,1,"""miếng hơi mềm"" "
16057,train_016071,0,"""Sp Ok "" "
2619,train_002619,0,"""Phù hợp giá tiền tiện lợi"" "
15495,train_015509,0,"""Giá tốt mỗi việc giao hơi lâu  Cho 5 sao vì giá tốt"" "
10420,train_010423,0,"""Chất lượng tuyệt vời   Chủ shop nhiệt tình ghê"" "
11349,train_011352,0,"""Ngonnnn lắmmmmm !!"" "
